Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup
344.6214,,,s,1.62E-08,1.99E-09,1.99E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
345.3075,,,s,1.53E-08,2.00E-09,2.00E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
346.0147,,,s,1.55E-08,1.96E-09,1.96E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
346.7069,,,s,1.60E-08,1.99E-09,1.99E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
347.4169,,,s,1.56E-08,1.95E-09,1.95E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
348.0457,,,s,1.81E-08,2.26E-09,2.26E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
348.6928,,,s,1.83E-08,2.26E-09,2.26E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
349.2743,,,s,2.00E-08,2.47E-09,2.47E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
349.9296,,,s,1.65E-08,2.08E-09,2.08E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
350.5342,,,s,1.50E-08,1.88E-09,1.88E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
351.2648,,,s,1.71E-08,2.18E-09,2.18E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
351.8927,,,s,1.65E-08,2.06E-09,2.06E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
352.5478,,,s,1.56E-08,1.99E-09,1.99E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
353.2322,,,s,1.85E-08,2.47E-09,2.47E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
353.8317,,,s,1.84E-08,2.24E-09,2.24E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
354.4757,,,s,1.56E-08,2.01E-09,2.01E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
355.1923,,,s,1.50E-08,1.86E-09,1.86E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
355.9471,,,s,1.51E-08,1.89E-09,1.89E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
356.5769,,,s,2.04E-08,2.54E-09,2.54E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
357.1557,,,s,1.76E-08,2.19E-09,2.19E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
357.8151,,,s,1.76E-08,2.27E-09,2.27E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
358.4357,,,s,1.55E-08,1.96E-09,1.96E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
359.1225,,,s,1.96E-08,2.45E-09,2.45E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
359.6591,,,s,1.69E-08,2.10E-09,2.10E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
360.3469,,,s,1.85E-08,2.33E-09,2.33E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
361.0109,,,s,1.65E-08,2.03E-09,2.03E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
361.6741,,,s,1.45E-08,1.82E-09,1.82E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
362.4661,,,s,1.48E-08,1.82E-09,1.82E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
363.2605,,,s,1.24E-08,1.58E-09,1.58E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
364.0494,,,s,1.78E-08,2.27E-09,2.27E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
364.8071,,,s,1.31E-08,1.67E-09,1.67E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
365.5563,,,s,1.60E-08,1.99E-09,1.99E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
366.3695,,,s,1.25E-08,1.59E-09,1.59E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
367.1974,,,s,1.30E-08,1.62E-09,1.62E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
368.0351,,,s,1.29E-08,1.64E-09,1.64E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
368.8995,,,s,1.31E-08,1.65E-09,1.65E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
369.7118,,,s,1.15E-08,1.48E-09,1.48E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
370.6059,,,s,1.43E-08,1.74E-09,1.74E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
371.4375,,,s,1.20E-08,1.53E-09,1.53E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
372.2645,,,s,1.78E-08,2.20E-09,2.20E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
373.0031,,,s,1.18E-08,1.51E-09,1.51E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
373.8498,,,s,1.33E-08,1.66E-09,1.66E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
374.7138,,,s,1.34E-08,1.73E-09,1.73E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
375.5126,,,s,1.23E-08,1.54E-09,1.54E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
376.4067,,,s,1.36E-08,1.68E-09,1.68E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
377.2546,,,s,1.26E-08,1.57E-09,1.57E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
378.0926,,,s,1.57E-08,1.94E-09,1.94E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
378.894,,,s,1.05E-08,1.37E-09,1.37E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
379.7854,,,s,1.44E-08,1.79E-09,1.79E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
380.5504,,,s,1.36E-08,1.73E-09,1.73E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
381.3697,,,s,1.30E-08,1.67E-09,1.67E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
382.1644,,,s,1.36E-08,1.73E-09,1.73E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
382.9745,,,s,1.25E-08,1.60E-09,1.60E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
383.9343,,,s,1.17E-08,1.45E-09,1.45E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
384.8726,,,s,1.16E-08,1.45E-09,1.45E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
385.851,,,s,1.03E-08,1.33E-09,1.33E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
386.7565,,,s,1.28E-08,1.63E-09,1.63E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
387.6771,,,s,1.15E-08,1.42E-09,1.42E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
388.6343,,,s,1.23E-08,1.56E-09,1.56E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
389.4845,,,s,1.25E-08,1.58E-09,1.58E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
390.3681,,,s,1.09E-08,1.39E-09,1.39E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
391.3551,,,s,1.25E-08,1.61E-09,1.61E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
392.2321,,,s,1.15E-08,1.54E-09,1.54E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
393.2092,,,s,1.19E-08,1.50E-09,1.50E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
394.0453,,,s,1.25E-08,1.59E-09,1.59E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
394.997,,,s,1.21E-08,1.54E-09,1.54E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
395.9173,,,s,1.24E-08,1.58E-09,1.58E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
396.6645,,,s,1.55E-08,1.96E-09,1.96E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
397.498,,,s,1.08E-08,1.35E-09,1.35E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
398.4793,,,s,1.44E-08,1.80E-09,1.80E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
399.1529,,,s,1.75E-08,2.19E-09,2.19E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
399.8198,,,s,1.35E-08,1.64E-09,1.64E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
400.7084,,,s,1.30E-08,1.57E-09,1.57E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
401.5306,,,s,1.41E-08,1.75E-09,1.75E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
402.3874,,,s,1.20E-08,1.53E-09,1.53E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
403.3098,,,s,1.12E-08,1.41E-09,1.41E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
404.2298,,,s,1.32E-08,1.64E-09,1.64E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
405.0933,,,s,1.14E-08,1.40E-09,1.40E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
405.9998,,,s,1.38E-08,1.77E-09,1.77E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
406.9227,,,s,1.17E-08,1.46E-09,1.46E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
407.7736,,,s,1.19E-08,1.53E-09,1.53E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
408.5849,,,s,1.71E-08,2.07E-09,2.07E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
409.2829,,,s,1.46E-08,1.83E-09,1.83E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
410.0337,,,s,1.38E-08,1.69E-09,1.69E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
410.8295,,,s,1.40E-08,1.80E-09,1.80E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
411.592,,,s,1.49E-08,1.92E-09,1.92E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
412.3212,,,s,1.46E-08,1.89E-09,1.89E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
413.1793,,,s,1.24E-08,1.53E-09,1.53E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
414.155,,,s,9.62E-09,1.23E-09,1.23E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
415.1173,,,s,1.31E-08,1.63E-09,1.63E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
416.161,,,s,9.32E-09,1.23E-09,1.23E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
417.225,,,s,9.36E-09,1.28E-09,1.28E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
418.2736,,,s,1.16E-08,1.44E-09,1.44E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
419.151,,,s,1.09E-08,1.37E-09,1.37E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
420.1791,,,s,1.18E-08,1.50E-09,1.50E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
421.25,,,s,9.94E-09,1.25E-09,1.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
422.383,,,s,8.90E-09,1.15E-09,1.15E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
423.4902,,,s,1.15E-08,1.42E-09,1.42E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
424.436,,,s,1.10E-08,1.35E-09,1.35E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
425.3459,,,s,1.33E-08,1.67E-09,1.67E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
426.297,,,s,9.77E-09,1.22E-09,1.22E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
427.485,,,s,9.14E-09,1.14E-09,1.14E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
428.593,,,s,1.05E-08,1.31E-09,1.31E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
429.58,,,s,1.06E-08,1.35E-09,1.35E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
430.742,,,s,8.09E-09,1.03E-09,1.03E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
431.93,,,s,9.05E-09,1.14E-09,1.14E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
433.1655,,,s,1.09E-08,1.38E-09,1.38E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
434.0094,,,s,1.27E-08,1.60E-09,1.60E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
434.8818,,,s,1.24E-08,1.60E-09,1.60E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
435.7813,,,s,1.21E-08,1.48E-09,1.48E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
436.6261,,,s,1.38E-08,1.76E-09,1.76E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
437.411,,,s,1.47E-08,1.83E-09,1.83E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
438.2577,,,s,1.16E-08,1.48E-09,1.48E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
439.1135,,,s,1.21E-08,1.53E-09,1.53E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
440.0578,,,s,1.11E-08,1.44E-09,1.44E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
441.134,,,s,9.05E-09,1.18E-09,1.18E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
442.214,,,s,1.03E-08,1.34E-09,1.34E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
443.351,,,s,8.50E-09,1.06E-09,1.06E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
444.601,,,s,9.66E-09,1.23E-09,1.23E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
445.696,,,s,1.01E-08,1.25E-09,1.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
446.811,,,s,9.37E-09,1.22E-09,1.22E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
447.8303,,,s,1.13E-08,1.41E-09,1.41E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
448.931,,,s,9.51E-09,1.20E-09,1.20E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
450.101,,,s,9.00E-09,1.16E-09,1.16E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
451.326,,,s,8.26E-09,1.03E-09,1.03E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
452.588,,,s,9.26E-09,1.20E-09,1.20E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
453.5545,,,s,1.23E-08,1.53E-09,1.53E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
454.4328,,,s,1.35E-08,1.67E-09,1.67E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
455.427,,,s,9.41E-09,1.18E-09,1.18E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
456.4653,,,s,1.20E-08,1.56E-09,1.56E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
457.4131,,,s,1.13E-08,1.44E-09,1.44E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
458.463,,,s,8.48E-09,1.12E-09,1.12E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
459.741,,,s,9.34E-09,1.15E-09,1.15E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
460.916,,,s,9.24E-09,1.18E-09,1.18E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
462.055,,,s,9.87E-09,1.23E-09,1.23E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
463.296,,,s,8.52E-09,1.08E-09,1.08E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
464.545,,,s,8.97E-09,1.13E-09,1.13E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
465.824,,,s,8.04E-09,1.04E-09,1.04E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
467.009,,,s,8.97E-09,1.16E-09,1.16E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
468.429,,,s,8.29E-09,1.06E-09,1.06E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
469.502,,,s,8.96E-09,1.17E-09,1.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
470.654,,,s,9.80E-09,1.21E-09,1.21E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
471.764,,,s,8.96E-09,1.11E-09,1.11E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
472.9635,,,s,1.16E-08,1.45E-09,1.45E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
474.136,,,s,9.12E-09,1.14E-09,1.14E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
475.159,,,s,1.00E-08,1.26E-09,1.26E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
476.332,,,s,8.53E-09,1.11E-09,1.11E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
477.447,,,s,9.90E-09,1.25E-09,1.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
478.73,,,s,8.06E-09,1.01E-09,1.01E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
479.956,,,s,9.48E-09,1.20E-09,1.20E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
480.9295,,,s,1.29E-08,1.60E-09,1.60E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
481.955,,,s,7.79E-09,1.02E-09,1.02E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
483.251,,,s,1.04E-08,1.27E-09,1.27E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
484.3582,,,s,1.10E-08,1.38E-09,1.38E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
485.335,,,s,9.16E-09,1.16E-09,1.16E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
486.564,,,s,9.66E-09,1.22E-09,1.22E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
487.613,,,s,1.02E-08,1.25E-09,1.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
488.682,,,s,1.03E-08,1.28E-09,1.28E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
489.986,,,s,7.43E-09,9.58E-10,9.58E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
491.227,,,s,1.01E-08,1.27E-09,1.27E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
492.2053,,,s,1.14E-08,1.47E-09,1.47E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
493.111,,,s,1.07E-08,1.34E-09,1.34E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
494.0708,,,s,1.21E-08,1.56E-09,1.56E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
495.163,,,s,9.42E-09,1.16E-09,1.16E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
496.427,,,s,8.57E-09,1.09E-09,1.09E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
497.3948,,,s,1.18E-08,1.45E-09,1.45E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
498.457,,,s,1.09E-08,1.37E-09,1.37E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
499.4851,,,s,1.15E-08,1.45E-09,1.45E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
500.504,,,s,9.72E-09,1.20E-09,1.20E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
501.671,,,s,1.01E-08,1.28E-09,1.28E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
502.854,,,s,8.31E-09,1.05E-09,1.05E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
504.04,,,s,1.12E-08,1.37E-09,1.37E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
505.176,,,s,8.71E-09,1.13E-09,1.13E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
506.3187,,,s,1.14E-08,1.43E-09,1.43E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
507.312,,,s,9.29E-09,1.18E-09,1.18E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
508.3328,,,s,8.71E-09,1.09E-09,1.09E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
509.2016,,,s,9.41E-09,1.19E-09,1.19E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
510.08,,,s,1.02E-08,1.25E-09,1.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
510.8701,,,s,1.08E-08,1.35E-09,1.35E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
511.7086,,,s,8.50E-09,1.09E-09,1.09E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
512.5685,,,s,1.18E-08,1.48E-09,1.48E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
513.2933,,,s,1.09E-08,1.34E-09,1.34E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
514.0823,,,s,1.03E-08,1.26E-09,1.26E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
515.006,,,s,8.22E-09,1.01E-09,1.01E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
515.9596,,,s,9.64E-09,1.19E-09,1.19E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
516.8709,,,s,8.62E-09,1.08E-09,1.08E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
517.986,,,s,7.30E-09,9.25E-10,9.25E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
518.8636,,,s,1.02E-08,1.25E-09,1.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
519.7296,,,s,9.40E-09,1.16E-09,1.16E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
520.6332,,,s,8.72E-09,1.08E-09,1.08E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
521.475,,,s,1.22E-08,1.52E-09,1.52E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
522.2219,,,s,9.51E-09,1.19E-09,1.19E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
523.1377,,,s,1.06E-08,1.33E-09,1.33E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
523.8619,,,s,1.16E-08,1.45E-09,1.45E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
