Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,SlopGroup
1022.1077,,,s,4.15E-09,5.07E-10,5.07E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1022.7688,,,s,3.85E-09,5.74E-10,5.74E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1023.3751,,,s,2.96E-09,4.50E-10,4.50E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1024.0446,,,s,4.59E-09,5.68E-10,5.68E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1024.6442,,,s,3.86E-09,5.91E-10,5.91E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1025.2349,,,s,3.48E-09,5.29E-10,5.29E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1025.8028,,,s,3.75E-09,5.71E-10,5.71E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1026.3502,,,s,3.79E-09,5.59E-10,5.59E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1026.876,,,s,3.85E-09,5.68E-10,5.68E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1027.4687,,,s,3.62E-09,5.39E-10,5.39E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1028.0205,,,s,3.47E-09,5.18E-10,5.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1028.6997,,,s,2.86E-09,4.26E-10,4.26E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1029.3732,,,s,3.27E-09,4.87E-10,4.87E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1029.9207,,,s,3.73E-09,5.57E-10,5.57E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1030.5231,,,s,3.32E-09,4.96E-10,4.96E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1031.1532,,,s,2.91E-09,4.34E-10,4.34E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1031.8065,,,s,3.93E-09,5.44E-10,5.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1032.4627,,,s,3.13E-09,4.66E-10,4.66E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1033.1018,,,s,3.23E-09,4.91E-10,4.91E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1033.7144,,,s,3.47E-09,5.37E-10,5.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1034.3181,,,s,2.71E-09,4.04E-10,4.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1035.1556,,,s,2.54E-09,3.78E-10,3.78E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1035.8581,,,s,3.51E-09,5.44E-10,5.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1036.4286,,,s,3.78E-09,5.57E-10,5.57E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1037.0331,,,s,3.23E-09,5.10E-10,5.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1037.5855,,,s,3.57E-09,5.47E-10,5.47E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1038.1301,,,s,3.72E-09,5.55E-10,5.55E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1038.7309,,,s,3.48E-09,5.18E-10,5.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1039.3118,,,s,3.49E-09,5.20E-10,5.20E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1039.8562,,,s,3.27E-09,4.87E-10,4.87E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1040.4713,,,s,3.90E-09,5.81E-10,5.81E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1041.1084,,,s,4.29E-09,5.25E-10,5.25E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1041.6966,,,s,3.96E-09,6.02E-10,6.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1042.3395,,,s,3.12E-09,4.65E-10,4.65E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1042.959,,,s,3.28E-09,4.89E-10,4.89E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1043.6305,,,s,2.90E-09,4.32E-10,4.32E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1044.3552,,,s,3.15E-09,4.70E-10,4.70E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1045.0789,,,s,2.82E-09,4.21E-10,4.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1045.6208,,,s,3.86E-09,5.86E-10,5.86E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1046.1917,,,s,3.35E-09,5.08E-10,5.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1046.7856,,,s,3.65E-09,5.44E-10,5.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1047.3921,,,s,4.29E-09,5.24E-10,5.24E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1048.0961,,,s,3.42E-09,5.20E-10,5.20E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1048.677,,,s,2.89E-09,4.32E-10,4.32E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1049.3812,,,s,3.19E-09,4.76E-10,4.76E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1050.0036,,,s,3.11E-09,4.63E-10,4.63E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1050.6598,,,s,3.53E-09,5.27E-10,5.27E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1051.1858,,,s,3.77E-09,5.61E-10,5.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1051.759,,,s,3.75E-09,5.60E-10,5.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1052.3366,,,s,3.51E-09,5.43E-10,5.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1052.9309,,,s,3.15E-09,4.79E-10,4.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1053.6447,,,s,2.54E-09,3.78E-10,3.78E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1054.3161,,,s,3.62E-09,5.40E-10,5.40E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1054.8992,,,s,3.50E-09,5.22E-10,5.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1055.4666,,,s,3.64E-09,5.53E-10,5.53E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1056.0577,,,s,4.86E-09,6.17E-10,6.17E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1056.6687,,,s,3.63E-09,5.42E-10,5.42E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1057.1805,,,s,3.50E-09,5.22E-10,5.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1057.7717,,,s,3.86E-09,5.87E-10,5.87E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1058.3527,,,s,3.53E-09,5.26E-10,5.26E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1058.9198,,,s,3.56E-09,5.31E-10,5.31E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1059.4848,,,s,2.96E-09,4.42E-10,4.42E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1060.1531,,,s,3.79E-09,5.66E-10,5.66E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1060.7711,,,s,3.02E-09,4.58E-10,4.58E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1061.3856,,,s,3.82E-09,5.69E-10,5.69E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1061.9269,,,s,3.18E-09,4.83E-10,4.83E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1062.585,,,s,3.43E-09,5.12E-10,5.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1063.2108,,,s,2.83E-09,4.30E-10,4.30E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1063.9993,,,s,2.71E-09,4.04E-10,4.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1064.6231,,,s,3.58E-09,5.34E-10,5.34E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1065.297,,,s,2.37E-09,3.54E-10,3.54E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1065.9984,,,s,3.92E-09,5.85E-10,5.85E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1066.6069,,,s,3.24E-09,4.92E-10,4.92E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1067.2526,,,s,3.34E-09,5.08E-10,5.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1067.7788,,,s,4.02E-09,5.93E-10,5.93E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1068.3458,,,s,3.58E-09,5.34E-10,5.34E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1068.979,,,s,2.97E-09,4.55E-10,4.55E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1069.574,,,s,3.42E-09,5.10E-10,5.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1070.2757,,,s,2.72E-09,4.22E-10,4.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1070.891,,,s,3.77E-09,5.73E-10,5.73E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1071.4789,,,s,3.38E-09,5.04E-10,5.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1072.1106,,,s,3.27E-09,4.97E-10,4.97E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1072.7209,,,s,3.84E-09,4.96E-10,4.96E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1073.4205,,,s,3.53E-09,5.27E-10,5.27E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1074.0644,,,s,3.20E-09,4.77E-10,4.77E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1074.6147,,,s,3.65E-09,5.44E-10,5.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1075.1583,,,s,4.04E-09,6.03E-10,6.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1075.7134,,,s,3.36E-09,5.01E-10,5.01E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1076.4249,,,s,2.64E-09,3.93E-10,3.93E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1077.104,,,s,3.33E-09,4.97E-10,4.97E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1077.7234,,,s,3.31E-09,4.94E-10,4.94E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1078.386,,,s,2.83E-09,4.38E-10,4.38E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1079.0814,,,s,2.87E-09,4.27E-10,4.27E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1079.7156,,,s,3.57E-09,5.32E-10,5.32E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1080.3642,,,s,3.04E-09,4.54E-10,4.54E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1081.0478,,,s,3.18E-09,4.75E-10,4.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1081.7087,,,s,2.77E-09,4.21E-10,4.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1082.4058,,,s,4.24E-09,5.18E-10,5.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1083.0753,,,s,3.48E-09,5.28E-10,5.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1083.6867,,,s,3.32E-09,4.95E-10,4.95E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1084.245,,,s,3.91E-09,5.83E-10,5.83E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1084.9739,,,s,2.32E-09,3.46E-10,3.46E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1085.6983,,,s,3.60E-09,5.37E-10,5.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1086.2621,,,s,3.53E-09,5.26E-10,5.26E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1086.9312,,,s,4.06E-09,4.96E-10,4.96E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1087.5524,,,s,4.00E-09,5.84E-10,5.84E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1088.1371,,,s,2.55E-09,3.80E-10,3.80E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1088.9259,,,s,3.44E-09,5.23E-10,5.23E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1089.5569,,,s,3.28E-09,4.84E-10,4.84E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1090.1692,,,s,3.61E-09,5.38E-10,5.38E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1090.7268,,,s,3.32E-09,5.04E-10,5.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1091.4059,,,s,3.39E-09,5.06E-10,5.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1091.9885,,,s,3.71E-09,5.53E-10,5.53E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1092.5924,,,s,3.05E-09,4.55E-10,4.55E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1093.3158,,,s,2.88E-09,4.37E-10,4.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1094.0155,,,s,3.01E-09,4.57E-10,4.57E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1094.7528,,,s,4.21E-09,5.14E-10,5.14E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1095.4583,,,s,3.16E-09,4.71E-10,4.71E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1096.0723,,,s,3.34E-09,5.28E-10,5.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1096.6885,,,s,3.57E-09,5.32E-10,5.32E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1097.3093,,,s,3.18E-09,5.12E-10,5.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1097.9161,,,s,3.44E-09,5.23E-10,5.23E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1098.5491,,,s,3.10E-09,4.90E-10,4.90E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1099.2955,,,s,2.98E-09,4.45E-10,4.45E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1099.9521,,,s,3.42E-09,5.10E-10,5.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1100.4881,,,s,3.50E-09,5.22E-10,5.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1101.0906,,,s,3.28E-09,4.90E-10,4.90E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1101.7325,,,s,3.33E-09,4.97E-10,4.97E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1102.3019,,,s,3.70E-09,5.63E-10,5.63E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1102.8907,,,s,3.29E-09,4.91E-10,4.91E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1103.5137,,,s,3.16E-09,4.66E-10,4.66E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1104.1406,,,s,3.97E-09,6.04E-10,6.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1104.7175,,,s,3.30E-09,4.93E-10,4.93E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1105.2805,,,s,3.76E-09,5.60E-10,5.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1105.8265,,,s,3.87E-09,5.77E-10,5.77E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1106.3839,,,s,3.01E-09,4.57E-10,4.57E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1107.0093,,,s,3.74E-09,5.58E-10,5.58E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1107.6013,,,s,2.88E-09,4.30E-10,4.30E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1108.2814,,,s,3.53E-09,5.36E-10,5.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1108.9693,,,s,3.01E-09,4.57E-10,4.57E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1109.5504,,,s,3.48E-09,5.39E-10,5.39E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1110.1679,,,s,2.87E-09,4.28E-10,4.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1110.9121,,,s,2.87E-09,4.53E-10,4.53E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1111.5507,,,s,3.59E-09,5.45E-10,5.45E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1112.1172,,,s,3.08E-09,4.60E-10,4.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1112.7761,,,s,3.07E-09,4.98E-10,4.98E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1113.3791,,,s,3.08E-09,4.68E-10,4.68E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1114.0668,,,s,3.19E-09,4.85E-10,4.85E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1114.6343,,,s,3.63E-09,5.41E-10,5.41E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1115.2241,,,s,3.40E-09,5.17E-10,5.17E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1115.8384,,,s,3.25E-09,4.85E-10,4.85E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1116.4324,,,s,3.85E-09,5.73E-10,5.73E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1117.0098,,,s,3.46E-09,5.25E-10,5.25E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1117.6547,,,s,2.95E-09,4.40E-10,4.40E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1118.4841,,,s,2.39E-09,3.56E-10,3.56E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1119.1253,,,s,3.03E-09,4.61E-10,4.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1119.793,,,s,3.67E-09,5.62E-10,5.62E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1120.3599,,,s,3.75E-09,5.70E-10,5.70E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1120.942,,,s,3.13E-09,4.67E-10,4.67E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1121.628,,,s,4.34E-09,5.30E-10,5.30E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1122.3432,,,s,2.70E-09,4.03E-10,4.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1123.0329,,,s,3.99E-09,5.82E-10,5.82E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1123.6521,,,s,2.71E-09,4.19E-10,4.19E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1124.3689,,,s,2.90E-09,4.49E-10,4.49E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1125.0267,,,s,3.01E-09,4.49E-10,4.49E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1125.7082,,,s,2.74E-09,4.09E-10,4.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1126.4817,,,s,2.75E-09,4.11E-10,4.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1127.1267,,,s,3.90E-09,5.76E-10,5.76E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1127.6561,,,s,3.75E-09,5.59E-10,5.59E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1128.2357,,,s,3.52E-09,5.35E-10,5.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1128.9978,,,s,2.61E-09,3.89E-10,3.89E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1129.7379,,,s,2.60E-09,3.87E-10,3.87E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1130.4129,,,s,3.64E-09,5.43E-10,5.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1130.9746,,,s,3.69E-09,5.44E-10,5.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1131.569,,,s,3.20E-09,4.78E-10,4.78E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1132.1946,,,s,3.49E-09,5.41E-10,5.41E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1132.746,,,s,3.66E-09,5.56E-10,5.56E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1133.4177,,,s,2.79E-09,4.16E-10,4.16E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1134.023,,,s,3.50E-09,5.22E-10,5.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1134.6481,,,s,3.36E-09,5.00E-10,5.00E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1135.2907,,,s,2.56E-09,3.82E-10,3.82E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1136.0586,,,s,3.13E-09,4.75E-10,4.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
1136.7406,,,s,4.23E-09,5.17E-10,5.17E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
