Time,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,HostGroup,SlopGroup,,,,,,,,,,,,,,,
399.45,s,1.44E-09,2.80E-10,2.80E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
401.824,s,1.47E-09,2.76E-10,2.76E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
404.364,s,1.77E-09,3.43E-10,3.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
406.675,s,1.52E-09,2.91E-10,2.91E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
409.832,s,1.08E-09,2.04E-10,2.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
412.865,s,1.43E-09,2.77E-10,2.77E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
415.514,s,1.31E-09,2.48E-10,2.48E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
418.317,s,1.46E-09,2.78E-10,2.78E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
421.06,s,1.53E-09,2.88E-10,2.88E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
423.742,s,1.29E-09,2.43E-10,2.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
426.479,s,1.42E-09,2.63E-10,2.63E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
428.873,s,1.82E-09,3.39E-10,3.39E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
431.105,s,1.33E-09,2.52E-10,2.52E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
434.308,s,1.22E-09,2.37E-10,2.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
437.286,s,1.31E-09,2.55E-10,2.55E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
440.187,s,1.40E-09,2.67E-10,2.67E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
443.228,s,1.24E-09,2.36E-10,2.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
445.946,s,1.45E-09,2.77E-10,2.77E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
448.792,s,1.19E-09,2.27E-10,2.27E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
451.267,s,2.00E-09,3.75E-10,3.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
453.716,s,1.25E-09,2.35E-10,2.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
456.736,s,1.17E-09,2.32E-10,2.32E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
459.822,s,1.30E-09,2.51E-10,2.51E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
462.436,s,1.53E-09,2.90E-10,2.90E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
465.164,s,1.36E-09,2.61E-10,2.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
468.039,s,1.13E-09,2.20E-10,2.20E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
470.883,s,1.23E-09,2.31E-10,2.31E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
474.274,s,1.20E-09,2.23E-10,2.23E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
476.796,s,1.61E-09,3.01E-10,3.01E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
479.45,s,1.45E-09,2.75E-10,2.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
482.021,s,1.55E-09,2.92E-10,2.92E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
484.771,s,1.26E-09,2.44E-10,2.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
487.612,s,1.42E-09,2.69E-10,2.69E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
490.556,s,1.05E-09,2.07E-10,2.07E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
493.755,s,1.78E-09,3.40E-10,3.40E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
496.301,s,1.19E-09,2.24E-10,2.24E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
499.344,s,1.31E-09,2.45E-10,2.45E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
501.839,s,1.70E-09,3.22E-10,3.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
504.651,s,1.13E-09,2.14E-10,2.14E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
507.753,s,1.24E-09,2.38E-10,2.38E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
510.63,s,1.45E-09,2.78E-10,2.78E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
513.26,s,1.43E-09,2.66E-10,2.66E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
515.648,s,1.65E-09,3.11E-10,3.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
517.943,s,1.54E-09,2.93E-10,2.93E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
520.506,s,1.31E-09,2.50E-10,2.50E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
523.901,s,1.11E-09,2.09E-10,2.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
527.28,s,1.04E-09,1.97E-10,1.97E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
530.512,s,1.37E-09,2.58E-10,2.58E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
533.855,s,8.94E-10,1.71E-10,1.71E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
537.259,s,1.25E-09,2.51E-10,2.51E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
539.984,s,1.33E-09,2.59E-10,2.59E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
542.621,s,1.23E-09,2.37E-10,2.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
546.571,s,1.08E-09,2.03E-10,2.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
549.149,s,1.42E-09,2.73E-10,2.73E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
552.697,s,9.11E-10,1.73E-10,1.73E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
556.003,s,1.21E-09,2.33E-10,2.33E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
559.38,s,1.17E-09,2.25E-10,2.25E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
561.884,s,1.49E-09,2.79E-10,2.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
564.812,s,1.31E-09,2.44E-10,2.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
568.152,s,9.27E-10,1.79E-10,1.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
572.12,s,1.06E-09,1.99E-10,1.99E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
575.015,s,1.25E-09,2.43E-10,2.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
578.347,s,1.04E-09,1.98E-10,1.98E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
581.761,s,1.39E-09,2.66E-10,2.66E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
584.548,s,1.39E-09,2.66E-10,2.66E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
587.365,s,1.47E-09,2.83E-10,2.83E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
589.9,s,1.35E-09,2.56E-10,2.56E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
593.085,s,1.08E-09,2.02E-10,2.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
596.607,s,1.14E-09,2.22E-10,2.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
600.106,s,1.06E-09,2.06E-10,2.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
603.664,s,1.10E-09,2.11E-10,2.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
606.863,s,1.06E-09,2.03E-10,2.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
610.073,s,1.40E-09,2.60E-10,2.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
613.405,s,1.01E-09,1.89E-10,1.89E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
616.848,s,1.10E-09,2.14E-10,2.14E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
620.163,s,1.08E-09,2.11E-10,2.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
624.26,s,9.61E-10,1.82E-10,1.82E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
627.529,s,1.15E-09,2.21E-10,2.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
630.708,s,1.40E-09,2.66E-10,2.66E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
633.594,s,1.23E-09,2.36E-10,2.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
637.08,s,9.19E-10,1.79E-10,1.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
641.245,s,9.07E-10,1.72E-10,1.72E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
644.967,s,1.13E-09,2.18E-10,2.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
648.451,s,1.04E-09,1.95E-10,1.95E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
652.253,s,1.00E-09,1.89E-10,1.89E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
656.368,s,8.97E-10,1.70E-10,1.70E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
660.552,s,9.81E-10,1.91E-10,1.91E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
664.315,s,1.07E-09,2.07E-10,2.07E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
667.767,s,1.11E-09,2.14E-10,2.14E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
671.249,s,1.02E-09,2.06E-10,2.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
674.674,s,1.18E-09,2.28E-10,2.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
678.197,s,9.91E-10,1.89E-10,1.89E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
682.024,s,9.66E-10,1.86E-10,1.86E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
685.612,s,1.22E-09,2.35E-10,2.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
689.355,s,9.92E-10,1.90E-10,1.90E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
692.634,s,1.30E-09,2.45E-10,2.45E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
695.901,s,9.32E-10,1.77E-10,1.77E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
700.657,s,7.69E-10,1.48E-10,1.48E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
704.912,s,9.60E-10,1.89E-10,1.89E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
709.036,s,9.16E-10,1.80E-10,1.80E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
712.809,s,9.93E-10,1.95E-10,1.95E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
716.618,s,1.04E-09,1.99E-10,1.99E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
720.809,s,8.43E-10,1.65E-10,1.65E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
725.242,s,9.11E-10,1.75E-10,1.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
728.925,s,1.16E-09,2.23E-10,2.23E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
732.589,s,9.17E-10,1.75E-10,1.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
737.485,s,7.24E-10,1.43E-10,1.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
742.338,s,8.76E-10,1.72E-10,1.72E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
746.157,s,1.03E-09,1.96E-10,1.96E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
749.945,s,9.33E-10,1.83E-10,1.83E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
754.285,s,8.81E-10,1.68E-10,1.68E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
758.221,s,1.00E-09,1.91E-10,1.91E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
762.047,s,9.21E-10,1.75E-10,1.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
766.553,s,8.18E-10,1.57E-10,1.57E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
770.782,s,9.53E-10,1.84E-10,1.84E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
775.067,s,9.11E-10,1.74E-10,1.74E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
779.573,s,7.98E-10,1.53E-10,1.53E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
784.224,s,7.91E-10,1.53E-10,1.53E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
788.454,s,9.96E-10,1.95E-10,1.95E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
792.098,s,8.31E-10,1.61E-10,1.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
796.701,s,9.20E-10,1.77E-10,1.77E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
800.884,s,7.39E-10,1.43E-10,1.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
805.002,s,1.30E-09,2.41E-10,2.41E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
808.536,s,8.41E-10,1.56E-10,1.56E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
812.901,s,9.90E-10,1.85E-10,1.85E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
816.775,s,8.42E-10,1.61E-10,1.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
820.861,s,8.59E-10,1.63E-10,1.63E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
825.946,s,7.15E-10,1.41E-10,1.41E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
830.798,s,8.86E-10,1.69E-10,1.69E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
834.949,s,1.06E-09,2.04E-10,2.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
839.089,s,8.50E-10,1.61E-10,1.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
844.292,s,6.65E-10,1.30E-10,1.30E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
849.332,s,8.80E-10,1.70E-10,1.70E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
853.559,s,1.04E-09,1.99E-10,1.99E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
857.103,s,1.01E-09,1.93E-10,1.93E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
860.858,s,1.08E-09,2.04E-10,2.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
865.255,s,7.04E-10,1.37E-10,1.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
870.708,s,7.96E-10,1.51E-10,1.51E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
875.531,s,7.48E-10,1.44E-10,1.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
880.236,s,8.43E-10,1.61E-10,1.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
885.357,s,6.97E-10,1.36E-10,1.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
890.183,s,8.50E-10,1.62E-10,1.62E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
894.86,s,9.30E-10,1.79E-10,1.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
899.586,s,6.66E-10,1.31E-10,1.31E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
904.781,s,7.68E-10,1.47E-10,1.47E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
909.195,s,9.99E-10,1.88E-10,1.88E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
914.264,s,5.98E-10,1.17E-10,1.17E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
919.711,s,8.48E-10,1.60E-10,1.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
925.002,s,6.37E-10,1.21E-10,1.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
930.124,s,7.36E-10,1.40E-10,1.40E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
935.729,s,6.53E-10,1.26E-10,1.26E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
940.856,s,7.81E-10,1.52E-10,1.52E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
945.625,s,7.84E-10,1.53E-10,1.53E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
950.08,s,8.37E-10,1.60E-10,1.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
